ordinal,kind,section,depth,title,menu_path,node_id,parent_id,is_leaf,has_children,has_document,slug,url,label_no
3512,document-branch,开发,2,推送场景化消息,开发 > 应用服务 > Push Kit（推送服务） > 推送场景化消息,00020178602451467732478ec4e5b175,000201786024514677215916d174344c,False,True,True,push-scenes,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-scenes,
3513,document-branch,开发,3,推送通知消息,开发 > 应用服务 > Push Kit（推送服务） > 推送场景化消息 > 推送通知消息,0002017860245146775229f9a4bbe165,00020178602451467732478ec4e5b175,False,True,True,push-alert,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-alert,
3514,document,开发,4,发送通知消息,开发 > 应用服务 > Push Kit（推送服务） > 推送场景化消息 > 推送通知消息 > 发送通知消息,0002017860245146789395118239078b,0002017860245146775229f9a4bbe165,True,False,True,push-send-alert,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-send-alert,
3515,document,开发,4,撤回通知消息,开发 > 应用服务 > Push Kit（推送服务） > 推送场景化消息 > 推送通知消息 > 撤回通知消息,000201786024514678018becbde1e9a7,0002017860245146775229f9a4bbe165,True,False,True,push-revoke-alert,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-revoke-alert,
3516,document,开发,3,推送角标刷新消息,开发 > 应用服务 > Push Kit（推送服务） > 推送场景化消息 > 推送角标刷新消息,000201786024514678634d29181910d8,00020178602451467732478ec4e5b175,True,False,True,push-send-badge,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-send-badge,
3517,document,开发,3,推送卡片刷新消息,开发 > 应用服务 > Push Kit（推送服务） > 推送场景化消息 > 推送卡片刷新消息,00020178602451467866563c39a58584,00020178602451467732478ec4e5b175,True,False,True,push-form-update,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-form-update,
3518,document-branch,开发,3,推送语音播报消息,开发 > 应用服务 > Push Kit（推送服务） > 推送场景化消息 > 推送语音播报消息,000201786024514678744e67d990a2de,00020178602451467732478ec4e5b175,False,True,True,push-extend-noti,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-extend-noti,
3519,document,开发,4,发送语音播报消息,开发 > 应用服务 > Push Kit（推送服务） > 推送场景化消息 > 推送语音播报消息 > 发送语音播报消息,000201786024514678963b972b88c70a,000201786024514678744e67d990a2de,True,False,True,push-send-extend-noti,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-send-extend-noti,
3520,document,开发,4,撤回语音播报消息,开发 > 应用服务 > Push Kit（推送服务） > 推送场景化消息 > 推送语音播报消息 > 撤回语音播报消息,000201786024514678003c9ba11e33f1,000201786024514678744e67d990a2de,True,False,True,push-revoke-extend-noti,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-revoke-extend-noti,
3521,document,开发,3,推送后台消息,开发 > 应用服务 > Push Kit（推送服务） > 推送场景化消息 > 推送后台消息,000201786024514678760e06f78ef7d4,00020178602451467732478ec4e5b175,True,False,True,push-background,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-background,
3522,document,开发,3,推送实况窗消息,开发 > 应用服务 > Push Kit（推送服务） > 推送场景化消息 > 推送实况窗消息,0002017860245146788026340c22e278,00020178602451467732478ec4e5b175,True,False,True,push-update-liveview,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-update-liveview,
3523,document,开发,3,推送应用内通话消息,开发 > 应用服务 > Push Kit（推送服务） > 推送场景化消息 > 推送应用内通话消息,000201786024514678816236585709c9,00020178602451467732478ec4e5b175,True,False,True,push-voip,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-voip,
3524,document-branch,开发,2,端云调试,开发 > 应用服务 > Push Kit（推送服务） > 端云调试,000201786024514677352e340b5f9c10,000201786024514677215916d174344c,False,True,True,push-server,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-server,
3525,document,开发,3,端云调试概述,开发 > 应用服务 > Push Kit（推送服务） > 端云调试 > 端云调试概述,000201786024514677508d72a60106e9,000201786024514677352e340b5f9c10,True,False,True,push-server-intro,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-server-intro,
3526,document,开发,3,基于服务账号生成鉴权令牌,开发 > 应用服务 > Push Kit（推送服务） > 端云调试 > 基于服务账号生成鉴权令牌,000201786024514678622111faa147bd,000201786024514677352e340b5f9c10,True,False,True,push-jwt-token,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-jwt-token,
3527,document,开发,3,推送场景化消息,开发 > 应用服务 > Push Kit（推送服务） > 端云调试 > 推送场景化消息,0002017860245146786469e54f7d93a0,000201786024514677352e340b5f9c10,True,False,True,push-scenes-send,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-scenes-send,
3528,document,开发,3,（可选）开发消息回执,开发 > 应用服务 > Push Kit（推送服务） > 端云调试 > （可选）开发消息回执,000201786024514678720bbbcb2a5b92,000201786024514677352e340b5f9c10,True,False,True,push-msg-receipt,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-msg-receipt,
3529,document,开发,3,（可选）推送报告,开发 > 应用服务 > Push Kit（推送服务） > 端云调试 > （可选）推送报告,0002017860245146787751d0f2df7c12,000201786024514677352e340b5f9c10,True,False,True,push-delivery-report,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-delivery-report,
3530,document-branch,开发,2,（可选）接入Skill,开发 > 应用服务 > Push Kit（推送服务） > （可选）接入Skill,0002017860245146773565c2c3606b4c,000201786024514677215916d174344c,False,True,True,push-kit-skill,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-kit-skill,
3531,document,开发,3,场景化消息开发Skill,开发 > 应用服务 > Push Kit（推送服务） > （可选）接入Skill > 场景化消息开发Skill,000201786024514677502a6430cf88cc,0002017860245146773565c2c3606b4c,True,False,True,push-skill-scenes,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-skill-scenes,
3532,document,开发,3,通知消息自分类权益推荐Skill,开发 > 应用服务 > Push Kit（推送服务） > （可选）接入Skill > 通知消息自分类权益推荐Skill,000201786024514678613d809c07a2f0,0002017860245146773565c2c3606b4c,True,False,True,push-skill-classification,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-skill-classification,
3533,document,开发,2,获取AAID,开发 > 应用服务 > Push Kit（推送服务） > 获取AAID,000201786024514677384154a7fd880a,000201786024514677215916d174344c,True,False,True,push-get-aaid,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-get-aaid,
3534,document-branch,开发,2,Push Kit常见问题,开发 > 应用服务 > Push Kit（推送服务） > Push Kit常见问题,000201786024514677393b217b8a4160,000201786024514677215916d174344c,False,True,True,push-faq,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-faq,
3535,document,开发,3,如何处理推送消息时遇到的问题,开发 > 应用服务 > Push Kit（推送服务） > Push Kit常见问题 > 如何处理推送消息时遇到的问题,0002017860245146775465d1ebe4daea,000201786024514677393b217b8a4160,True,False,True,push-faq-1,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-faq-1,
3536,document,开发,3,关于云侧接口推送成功但设备收不到推送消息的问题,开发 > 应用服务 > Push Kit（推送服务） > Push Kit常见问题 > 关于云侧接口推送成功但设备收不到推送消息的问题,000201786024514678640ccc90780181,000201786024514677393b217b8a4160,True,False,True,push-faq-2,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-faq-2,
3537,document,开发,3,如何处理误分类问题,开发 > 应用服务 > Push Kit（推送服务） > Push Kit常见问题 > 如何处理误分类问题,000201786024514678707839f377b2c9,000201786024514677393b217b8a4160,True,False,True,push-faq-3,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-faq-3,
3538,document,开发,3,如何处理推送通知消息数量不够用问题,开发 > 应用服务 > Push Kit（推送服务） > Push Kit常见问题 > 如何处理推送通知消息数量不够用问题,000201786024514678748ef11e272f10,000201786024514677393b217b8a4160,True,False,True,push-faq-4,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-faq-4,
3539,document,开发,3,关于通知消息被频控的问题,开发 > 应用服务 > Push Kit（推送服务） > Push Kit常见问题 > 关于通知消息被频控的问题,00020178602451467877601751dd6115,000201786024514677393b217b8a4160,True,False,True,push-faq-5,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-faq-5,
3540,document,开发,3,应用内通话消息在设备重启后的首次锁屏状态问题,开发 > 应用服务 > Push Kit（推送服务） > Push Kit常见问题 > 应用内通话消息在设备重启后的首次锁屏状态问题,000201786024514678806f3ad704f23a,000201786024514677393b217b8a4160,True,False,True,push-faq-6,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-faq-6,
3541,document,开发,3,如何处理应用内通话消息的来电横幅问题,开发 > 应用服务 > Push Kit（推送服务） > Push Kit常见问题 > 如何处理应用内通话消息的来电横幅问题,0002017860245146788268e4a81ae317,000201786024514677393b217b8a4160,True,False,True,push-faq-7,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-faq-7,
3542,document,开发,3,场景化消息中的请求URL版本问题,开发 > 应用服务 > Push Kit（推送服务） > Push Kit常见问题 > 场景化消息中的请求URL版本问题,000201786024514678839174f9c17c1a,000201786024514677393b217b8a4160,True,False,True,push-faq-8,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-faq-8,
3543,document,开发,3,应用处于后台时应用内如何接收消息,开发 > 应用服务 > Push Kit（推送服务） > Push Kit常见问题 > 应用处于后台时应用内如何接收消息,0002017860245146788504b97ca3efc6,000201786024514677393b217b8a4160,True,False,True,push-faq-9,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-faq-9,
3544,document,开发,3,要实现即时聊天功能应该使用什么类型的场景化消息,开发 > 应用服务 > Push Kit（推送服务） > Push Kit常见问题 > 要实现即时聊天功能应该使用什么类型的场景化消息,000201786024514678854d7b55015b53,000201786024514677393b217b8a4160,True,False,True,push-faq-10,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-faq-10,
3545,document,开发,3,如何收费,开发 > 应用服务 > Push Kit（推送服务） > Push Kit常见问题 > 如何收费,00020178602451467886289097ade6e4,000201786024514677393b217b8a4160,True,False,True,push-faq-11,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-faq-11,
3546,document,开发,3,如何更换回执服务器证书的问题,开发 > 应用服务 > Push Kit（推送服务） > Push Kit常见问题 > 如何更换回执服务器证书的问题,00020178602451467886791d285e1b75,000201786024514677393b217b8a4160,True,False,True,push-faq-12,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-faq-12,
3547,document,开发,2,个人数据处理说明,开发 > 应用服务 > Push Kit（推送服务） > 个人数据处理说明,000201786024514677411a59a1ef819e,000201786024514677215916d174344c,True,False,True,push-personal-data,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-personal-data,
3548,document-branch,开发,2,附录,开发 > 应用服务 > Push Kit（推送服务） > 附录,0002017860245146774192daa0c83543,000201786024514677215916d174344c,False,True,True,push-appendix,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-appendix,
3549,document,开发,3,通知内容管理细则,开发 > 应用服务 > Push Kit（推送服务） > 附录 > 通知内容管理细则,000201786024514677464893b752cc6d,0002017860245146774192daa0c83543,True,False,True,push-detail-rules,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-detail-rules,
3550,document,开发,3,通知违规处罚标准,开发 > 应用服务 > Push Kit（推送服务） > 附录 > 通知违规处罚标准,0002017860245146786110bd78cbdbb2,0002017860245146774192daa0c83543,True,False,True,push-punishment-standards,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-punishment-standards,
3551,document,开发,3,支持的国家/地区,开发 > 应用服务 > Push Kit（推送服务） > 附录 > 支持的国家/地区,0002017860245146786592cd21c45385,0002017860245146774192daa0c83543,True,False,True,push-country,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/push-country,
3552,document-branch,开发,1,Reader Kit（阅读服务）,开发 > 应用服务 > Reader Kit（阅读服务）,000201786024514677216ed7b75bc2f5,0002017860245146771935726a03afb3,False,True,True,reader-kit-guide,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/reader-kit-guide,
3553,document,开发,2,Reader Kit简介,开发 > 应用服务 > Reader Kit（阅读服务） > Reader Kit简介,000201786024514677228161e95d4110,000201786024514677216ed7b75bc2f5,True,False,True,reader-introduction,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/reader-introduction,
3554,document-branch,开发,2,书籍内容解析,开发 > 应用服务 > Reader Kit（阅读服务） > 书籍内容解析,00020178602451467726868331801f15,000201786024514677216ed7b75bc2f5,False,True,True,reader-parser,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/reader-parser,
3555,document,开发,3,获取书籍信息,开发 > 应用服务 > Reader Kit（阅读服务） > 书籍内容解析 > 获取书籍信息,000201786024514677515c3118cd0c77,00020178602451467726868331801f15,True,False,True,reader-book-info,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/reader-book-info,
3556,document,开发,3,获取目录列表,开发 > 应用服务 > Reader Kit（阅读服务） > 书籍内容解析 > 获取目录列表,0002017860245146786073f9fc7cf5a0,00020178602451467726868331801f15,True,False,True,reader-catalog-list,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/reader-catalog-list,
3557,document-branch,开发,2,书籍内容排版,开发 > 应用服务 > Reader Kit（阅读服务） > 书籍内容排版,00020178602451467728375ccc910755,000201786024514677216ed7b75bc2f5,False,True,True,reader-content,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/reader-content,
3558,document,开发,3,构建阅读器,开发 > 应用服务 > Reader Kit（阅读服务） > 书籍内容排版 > 构建阅读器,0002017860245146774899617b111f2a,00020178602451467728375ccc910755,True,False,True,reader-read-page,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/reader-read-page,
3559,document-branch,开发,3,修改阅读设置,开发 > 应用服务 > Reader Kit（阅读服务） > 书籍内容排版 > 修改阅读设置,000201786024514678623c78c5f176b3,00020178602451467728375ccc910755,False,True,True,reader-setting,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/reader-setting,
3560,document,开发,4,自定义字体,开发 > 应用服务 > Reader Kit（阅读服务） > 书籍内容排版 > 修改阅读设置 > 自定义字体,000201786024514678928b8d1b9248a3,000201786024514678623c78c5f176b3,True,False,True,reader-setting-font,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/reader-setting-font,
3561,document,开发,4,自定义页面背景,开发 > 应用服务 > Reader Kit（阅读服务） > 书籍内容排版 > 修改阅读设置 > 自定义页面背景,00020178602451467801766225246cf8,000201786024514678623c78c5f176b3,True,False,True,reader-setting-background,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/reader-setting-background,
3562,document,开发,4,修改翻页方式、字体大小及行间距,开发 > 应用服务 > Reader Kit（阅读服务） > 书籍内容排版 > 修改阅读设置 > 修改翻页方式、字体大小及行间距,000201786024514678051a8b2d312230,000201786024514678623c78c5f176b3,True,False,True,reader-setting-other,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/reader-setting-other,
3563,document,开发,4,适配深、浅色模式,开发 > 应用服务 > Reader Kit（阅读服务） > 书籍内容排版 > 修改阅读设置 > 适配深、浅色模式,0002017860245146780698bc777c1ced,000201786024514678623c78c5f176b3,True,False,True,reader-setting-color-mode,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/reader-setting-color-mode,
3564,document,开发,4,监听文本缩放因子变化,开发 > 应用服务 > Reader Kit（阅读服务） > 书籍内容排版 > 修改阅读设置 > 监听文本缩放因子变化,000201786024514678083d73e687dbf9,000201786024514678623c78c5f176b3,True,False,True,reader-setting-scaled-density,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/reader-setting-scaled-density,
3565,document-branch,开发,2,书籍内容交互,开发 > 应用服务 > Reader Kit（阅读服务） > 书籍内容交互,000201786024514677322497c4d8d481,000201786024514677216ed7b75bc2f5,False,True,True,reader-interaction,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/reader-interaction,
3566,document,开发,3,手动触发翻页,开发 > 应用服务 > Reader Kit（阅读服务） > 书籍内容交互 > 手动触发翻页,0002017860245146774862382d1f779e,000201786024514677322497c4d8d481,True,False,True,reader-flip-page,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/reader-flip-page,
3567,document,开发,3,阅读进度通知,开发 > 应用服务 > Reader Kit（阅读服务） > 书籍内容交互 > 阅读进度通知,0002017860245146775970030bc05e20,000201786024514677322497c4d8d481,True,False,True,reader-progress,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/reader-progress,
3568,document-branch,开发,1,Scenario Fusion Kit（融合场景服务）,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务）,000201786024514677217674db85cd38,0002017860245146771935726a03afb3,False,True,True,scenario-fusion-kit-guide,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-kit-guide,
3569,document,开发,2,Scenario Fusion Kit简介,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > Scenario Fusion Kit简介,000201786024514677246c7850013c10,000201786024514677217674db85cd38,True,False,True,scenario-fusion-introduction,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-introduction,
3570,document,开发,2,开发准备,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 开发准备,000201786024514677258914ff2b2171,000201786024514677217674db85cd38,True,False,True,scenario-fusion-preparations,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-preparations,
3571,document-branch,开发,2,场景化Button,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 场景化Button,00020178602451467729363f7de3ebde,000201786024514677217674db85cd38,False,True,True,scenario-fusion-button,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-button,
3572,document,开发,3,快速验证手机号Button,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 场景化Button > 快速验证手机号Button,0002017860245146775124f284b9e9e8,00020178602451467729363f7de3ebde,True,False,True,scenario-fusion-button-getphonenumber,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-button-getphonenumber,
3573,document,开发,3,选择头像Button,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 场景化Button > 选择头像Button,000201786024514677582eb6cc841f21,00020178602451467729363f7de3ebde,True,False,True,scenario-fusion-button-chooseavatar,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-button-chooseavatar,
3574,document,开发,3,打开APP Button,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 场景化Button > 打开APP Button,00020178602451467870522fde8a6330,00020178602451467729363f7de3ebde,True,False,True,scenario-fusion-button-launchapp,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-button-launchapp,
3575,document,开发,3,选择收货地址Button,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 场景化Button > 选择收货地址Button,000201786024514678743958a6ff4b1d,00020178602451467729363f7de3ebde,True,False,True,scenario-fusion-button-ship-to,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-button-ship-to,
3576,document,开发,3,选择发票抬头Button,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 场景化Button > 选择发票抬头Button,0002017860245146787592d515d17dd5,00020178602451467729363f7de3ebde,True,False,True,scenario-fusion-button-invoice-title,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-button-invoice-title,
3577,document,开发,3,地图选点Button,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 场景化Button > 地图选点Button,00020178602451467880437747d14698,00020178602451467729363f7de3ebde,True,False,True,scenario-fusion-button-selecting-point,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-button-selecting-point,
3578,document,开发,3,权限设置Button,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 场景化Button > 权限设置Button,000201786024514678815a40e904af53,00020178602451467729363f7de3ebde,True,False,True,scenario-fusion-button-permissiononsetting,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-button-permissiononsetting,
3579,document,开发,3,获取手机号和风险等级Button,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 场景化Button > 获取手机号和风险等级Button,000201786024514678832efb9fbb387e,00020178602451467729363f7de3ebde,True,False,True,scenario-fusion-button-get-risklevel,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-button-get-risklevel,
3580,document-branch,开发,2,场景化Input,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 场景化Input,000201786024514677317d04d6a5e633,000201786024514677217674db85cd38,False,True,True,scenario-fusion-input,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-input,
3581,document,开发,3,省市区选择器Input,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 场景化Input > 省市区选择器Input,000201786024514677490837a9aea352,000201786024514677317d04d6a5e633,True,False,True,scenario-fusion-input-zone-selectors,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-input-zone-selectors,
3582,document-branch,开发,2,场景化API,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 场景化API,0002017860245146773393cd3006139b,000201786024514677217674db85cd38,False,True,True,scenario-fusion-api-information-attribute,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-api-information-attribute,
3583,document,开发,3,通过API获取系统信息属性,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 场景化API > 通过API获取系统信息属性,00020178602451467754862d906f3b1c,0002017860245146773393cd3006139b,True,False,True,scenario-fusion-api-system-info,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-api-system-info,
3584,document,开发,3,通过API异步获取系统信息属性,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 场景化API > 通过API异步获取系统信息属性,0002017860245146786292f185ea0ae5,0002017860245146773393cd3006139b,True,False,True,scenario-fusion-api-asyn-system-info,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-api-asyn-system-info,
3585,document,开发,3,通过API获取系统设置属性,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 场景化API > 通过API获取系统设置属性,00020178602451467867144ef683b195,0002017860245146773393cd3006139b,True,False,True,scenario-fusion-api-system-setup,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-api-system-setup,
3586,document,开发,3,通过API展示关注组件,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 场景化API > 通过API展示关注组件,0002017860245146787388f433d03b19,0002017860245146773393cd3006139b,True,False,True,scenario-fusion-api-followcomponent,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-api-followcomponent,
3587,document,开发,2,文件路径转换API,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 文件路径转换API,0002017860245146773708e8eb0d486c,000201786024514677217674db85cd38,True,False,True,scenario-fusion-api-path-conversion,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-api-path-conversion,
3588,document-branch,开发,2,智能填充服务,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 智能填充服务,0002017860245146773921da687db07f,000201786024514677217674db85cd38,False,True,True,scenario-fusion-intelligent-filling,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-intelligent-filling,
3589,document,开发,3,智能填充概述,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 智能填充服务 > 智能填充概述,00020178602451467747082b05133bfe,0002017860245146773921da687db07f,True,False,True,scenario-fusion-introduction-to-smart-fill,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-introduction-to-smart-fill,
3590,document,开发,3,典型场景展示,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 智能填充服务 > 典型场景展示,000201786024514677588959deecba6e,0002017860245146773921da687db07f,True,False,True,scenario-fusion-introduction-typical-scenario,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-introduction-typical-scenario,
3591,document,开发,3,动态修改ContentType值,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 智能填充服务 > 动态修改ContentType值,000201786024514678651439f2a30c5d,0002017860245146773921da687db07f,True,False,True,scenario-fusion-intelligentfilling-amend,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-intelligentfilling-amend,
3592,document,开发,3,自动补全地址表单所在地区,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 智能填充服务 > 自动补全地址表单所在地区,0002017860245146787358e3b5e97990,0002017860245146773921da687db07f,True,False,True,scenario-fusion-intelligentfilling-autocomplete,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-intelligentfilling-autocomplete,
3593,document,开发,3,推荐车牌号场景,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 智能填充服务 > 推荐车牌号场景,0002017860245146787666b28b7f5198,0002017860245146773921da687db07f,True,False,True,scenario-fusion-licenseplateno,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-licenseplateno,
3594,document,开发,3,推荐数据源及推荐逻辑说明,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 智能填充服务 > 推荐数据源及推荐逻辑说明,00020178602451467880098b31de569f,0002017860245146773921da687db07f,True,False,True,scenario-fusion-intelligentfilling-explain,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-intelligentfilling-explain,
3595,document,开发,3,ContentType使用场景说明,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 智能填充服务 > ContentType使用场景说明,0002017860245146788215cc1f36bad0,0002017860245146773921da687db07f,True,False,True,scenario-fusion-intelligentfilling-appendix,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-intelligentfilling-appendix,
3596,document-branch,开发,3,三方框架+H5接入智能填充,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 智能填充服务 > 三方框架+H5接入智能填充,00020178602451467883068af102f1b5,0002017860245146773921da687db07f,False,True,True,scenario-fusion-tripartiteframework,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-tripartiteframework,
3597,document,开发,4,H5接入智能填充,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 智能填充服务 > 三方框架+H5接入智能填充 > H5接入智能填充,000201786024514678944b78945bd67b,00020178602451467883068af102f1b5,True,False,True,scenario-fusion-h5,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-h5,
3598,document,开发,4,React Native框架+H5接入智能填充,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 智能填充服务 > 三方框架+H5接入智能填充 > React Native框架+H5接入智能填充,0002017860245146780156753a26fea9,00020178602451467883068af102f1b5,True,False,True,scenario-fusion-reactnative,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-reactnative,
3599,document,开发,4,Flutter框架+H5接入智能填充,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 智能填充服务 > 三方框架+H5接入智能填充 > Flutter框架+H5接入智能填充,000201786024514678052e93add88c59,00020178602451467883068af102f1b5,True,False,True,scenario-fusion-flutter,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-flutter,
3600,document,开发,4,Taro框架+H5接入智能填充,开发 > 应用服务 > Scenario Fusion Kit（融合场景服务） > 智能填充服务 > 三方框架+H5接入智能填充 > Taro框架+H5接入智能填充,000201786024514678075b9366818721,00020178602451467883068af102f1b5,True,False,True,scenario-fusion-taro,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/scenario-fusion-taro,
