08-29 11:45:08.722     0     0 I I00000/HiLog: ========Zeroth log of type: init
08-30 16:43:30.565  1418  1418 I A04204/WMSScb: [a92ab1ed327e812, 3759afd, 1e06701] setResponseRegion  this.sessionChangeCallback:[object Object]
08-30 16:43:30.565  1418  1418 I A01a00/SYS_UI: [a92ab1ed327e812, 3759afd, 1e06701] StatusBarLayoutVm: fullScreenTitleBar change to show
08-30 16:43:30.566  1418  1418 I A01a00/SYS_UI: [a92ab1ed327e812, dbaee9, 3759afd] StatusBarView: onTitleBarVisibilityChange
08-30 16:43:30.566  1418  1418 I A01a00/SYS_UI: [a92ab1ed327e812, dbaee9, 3759afd] StatusBarLayoutVm: capsule limit left: 54 right: 688.00
08-30 16:43:30.566  1418  1418 I A01a00/SYS_UI: [a92ab1ed327e812, dbaee9, 3759afd] StatusBarLayoutVm: refreshCapsulePosition left: 58, top: 7.5, width: 0, height: 24
08-30 16:43:30.566  1418  1418 I A01a00/SYS_UI: [a92ab1ed327e812, dbaee9, 3759afd] StatusBarLayoutVm: ---layout refresh prepare: false delay: 0
08-30 16:43:30.566  1418  1418 I A01a00/SYS_UI: [a92ab1ed327e812, dbaee9, 3759afd] StatusBarSettingVm: checkIconFilterRule iconFilterType: 0
08-30 16:43:30.566  1418  1418 I A01a00/SYS_UI: [a92ab1ed327e812, dbaee9, 3759afd] StatusBarLayoutVm: InitSnapShot filter rule: 0
08-30 16:43:30.566  1418  1418 I A01a00/SYS_UI: [a92ab1ed327e812, dbaee9, 3759afd] StatusBarCapsuleIconVm: StatusBarCapsuleIconVm isMiddleCutout: false, isRotationStart: false
08-30 16:43:30.566  1418  1418 W A01a00/SYS_UI: [a92ab1ed327e812, dbaee9, 3759afd] StatusBarLayoutVm: signalCanUseSpace 100 actual: 24.86 23.00
08-30 16:43:30.566  1418  1418 W A01a00/SYS_UI:     forceStack: false
08-30 16:43:30.566  1418  1418 I A01a00/SYS_UI: [a92ab1ed327e812, dbaee9, 3759afd] StatusBarLayoutVm: ActualWidth: 24.86
08-30 16:43:30.566  1418  1418 I A01a00/SYS_UI: [a92ab1ed327e812, dbaee9, 3759afd] StatusBarLayoutVm: capsule limit left: 54 right: 688.00
08-30 16:43:30.566  1418  1418 I A01a00/SYS_UI: [a92ab1ed327e812, dbaee9, 3759afd] StatusBarLayoutVm: isSameResult ignore!
08-30 16:43:30.566  1418  1418 I A01b00/SCB: [a92ab1ed327e812, dbaee9, 3759afd] ScbStatusBarStatusManager: needStatusBarKeepShowing is false from undefined
08-30 16:43:30.566  1418  1418 I A01a00/SYS_UI: [a92ab1ed327e812, dbaee9, 3759afd] LiveCapsuleListVm: capsuleLayoutRefresh false
08-30 16:43:30.566  1418  1418 I A01a00/SYS_UI: [a92ab1ed327e812, dbaee9, 3759afd] LiveCapsuleListWithoutHoleLayoutVm: live list length is zero.
08-30 16:43:30.566  1418  1418 W A01a00/SYS_UI: [a92ab1ed327e812, dbaee9, 3759afd] LiveCapsuleListWithoutHoleLayoutVm: check parm is invalid.
08-30 16:43:30.566  1418  1418 I A01a00/SYS_UI: [a92ab1ed327e812, dbaee9, 3759afd] LiveCapsuleListWithoutHoleLayoutVm: total capsuleList fixed length: 0, now length: 0
08-30 16:43:30.566  1418  1418 W A01a00/SYS_UI: [a92ab1ed327e812, dbaee9, 3759afd] LiveCapsuleListVm: setCapsuleValAfterDisplayChange: false
08-30 16:43:30.566  1418  1418 I A01a00/SYS_UI: [a92ab1ed327e812, dbaee9, 3759afd] LiveCapsuleListVm: Capsule offsetLeft: 0, offsetRight: 0, capsulePosition.left 58, 0 0, scene Update, delay: 0, needAnimation: undefined
08-30 16:43:30.566  1418  1418 I A01a00/SYS_UI: [a92ab1ed327e812, dbaee9, 3759afd] StatusBarLayoutVm: isInstantShowing false
08-30 16:43:30.566  1418  1418 W A01a00/SYS_UI: [a92ab1ed327e812, dbaee9, 3759afd] StatusBarLayoutVm: hasCapsuleShow: false left:58, lastLeft: 58,  right:58, last right: 58
08-30 16:43:30.575  1418  1418 I A04200/WINDOW: [a92ab1ed327e812, 3759afd, 1e06701] SCBSPM: onBlurTransitionActive blurScale:1 source:SCBScenePanel > startBlurAnimation leg 1 isForegroundBlurActive:false
08-30 16:43:30.575  1418  1418 W A01b09/RECENT: [a92ab1ed327e812, 3759afd, 1e06701] SCBScenePanelSession: setBgBlurScale, blurScale: 0 to 1,caller function name: SCBScenePanel > startBlurAnimation leg 1
08-30 16:43:30.576  1418  1418 I A01b00/SCB: [a92ab1ed327e812, 3759afd, 1e06701] PerformanceReporter: exitScene:64, currentMemScene:32
08-30 16:43:30.577  1418  1418 I A01b09/RECENT: [a92ab1ed327e812, 3759afd, 1e06701] RecentPanelViewModel: setScenePanelTouchableByNavigation is false, scenePanelState is 1 isTouchableByNavBar:false isTouchable:undefined
08-30 16:43:30.577  1418  1418 I A04204/WMSScb: [a92ab1ed327e812, 3759afd, 1e06701] setSessionTouchable:false this.sessionChangeCallback:undefined
08-30 16:43:30.577  1418  1418 I A04223/SCBMain: [a92ab1ed327e812, 3759afd, 1e06701] notifyForegroundInteractiveStatus, persistentId:525 interactive:true
08-30 16:43:30.578  1418  1418 I A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] SCBSPVM: close formservice and managerview when fullscene
08-30 16:43:30.578  1418  1418 I A01b0a/GESTURE: [a92ab1ed327e812, 3759afd, 1e06701] FlowLightManager --> SCBSPVM updateFlowLightOpacity 1
08-30 16:43:30.578  1418  1418 I A01a00/SYS_UI: [a92ab1ed327e812, 3759afd, 1e06701] OverlayStartAnimHelper: checkStartOverlayTransitionIn
08-30 16:43:30.578  1418  1418 E A01a00/SYS_UI: [a92ab1ed327e812, 3759afd, 1e06701] OverlayStartAnimHelper: overlayCardInfo is invalid
08-30 16:43:30.578  1418  1418 I A04200/WINDOW: [a92ab1ed327e812, 3759afd, 1e06701] SCBSSM: resetStartingSceneFromPiP
08-30 16:43:30.578  1418  1418 I A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] SCBSPVM: Not SmartKey quickAccessMenu
08-30 16:43:30.578  1418  1418 W A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] SCBSPVM: [SCBMain]onStartSceneFromOther !isActive call sceneContainerZoomIn
08-30 16:43:30.578  1418  1418 I A04200/WINDOW: [a92ab1ed327e812, 3759afd, 1e06701] SCBFloatManager: minimizeAllFloatContainer reason:minimizeAllFloatWindowFromFullScreen
08-30 16:43:30.579  1418  1418 I A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] SCBSCS: initSmallFolderBg isExitToSmallFolder: false
08-30 16:43:30.579  1418  1418 W A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] SCBSCS: [SCBScenePanelViewModel] sceneAlpha from 1 to 0. reason: sceneContainerZoomIn, extra: KanxiaobanAbility/com.gxoc.kxbai/kanxiaoban/0(persistentId: 525)(containerId: 63)
08-30 16:43:30.579  1418  1418 W A04202/WMSMain: [a92ab1ed327e812, 3759afd, 1e06701] add failed. KanxiaobanAbility/com.gxoc.kxbai/kanxiaoban/0(persistentId: 525)(containerId: 63) already existed in array
08-30 16:43:30.579  1418  1418 I A04200/WINDOW: [a92ab1ed327e812, 3759afd, 1e06701] SCBSceneRecentMissionManager: add id 525 to recentMissionIdSet
08-30 16:43:30.580  1418  1418 I A04200/WINDOW: [a92ab1ed327e812, 3759afd, 1e06701] SCBSPM: Remove container id: 63, 525
08-30 16:43:30.580  1418  1418 I A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] RecentDockModel: app is already first in recent dock
08-30 16:43:30.580  1418  1418 I A01b09/RECENT: [a92ab1ed327e812, 3759afd, 1e06701] RecentDockRefreshAlarm: refresh recent dock: KanxiaobanAbility/com.gxoc.kxbai/kanxiaoban/0(persistentId: 525)(containerId: 63)
08-30 16:43:30.580  1418  1418 I A01b09/RECENT: [a92ab1ed327e812, 3759afd, 1e06701] RecentDockRefreshAlarm: start alarm recent dock: KanxiaobanAbility/com.gxoc.kxbai/kanxiaoban/0(persistentId: 525)(containerId: 63)
08-30 16:43:30.580  1418  1418 W A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] SCBSCS: Add count 63, 0
08-30 16:43:30.580  1418  1418 I A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] SCBTM: Add count 63, 0
08-30 16:43:30.581  1418  1418 W A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] SCBSCS: getTransitionCount from session 63, 1
08-30 16:43:30.581  1418  1418 W A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] SCBTM: getTransitionCount from animationMap 63, 1
08-30 16:43:30.581  1418  1418 I A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] SCBScenePanelAnimator: persistentId: 525 callerPersistentId: 0 activePersistentId: undefined
08-30 16:43:30.581  1418  1418 I A01b00/SCB: [a92ab1ed327e812, 3759afd, 1e06701] LuoShuStateManager --> getLuoShuStateInfo: SCBScenePanelAnimator {"luoShuState":0,"scenePanelState":1,"eventType":7,"screenInfo":{"isLandscape":true,"foldState":1},"screenId":0,"holdingHandStatus":1}
08-30 16:43:30.581  1418  1418 I A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] SCBScenePanelAnimator: sceneContainerZoomIn
08-30 16:43:30.581  1418  1418 W A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] SCBTM: notifySceneTransitionIn isTransitionInFromOther: true
08-30 16:43:30.581  1418  1418 I A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] SCBTM: cancelAndResetCloseAppAnimate change currentTransitionController
08-30 16:43:30.581  1418  1418 I A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] SCBTM: cleanTransition ignore
08-30 16:43:30.581  1418  1418 I A0001b/AA: [a92ab1ed327e812, 3759afd, 1e06701] OutSideWindowManager: globalSearchStatus: 0
08-30 16:43:30.582  1418  1418 I A0421d/WMSRotation: [a92ab1ed327e812, 3759afd, 1e06701] containerSession isVertical verticalRotation: 0, reverseVerticalRotation: 180, rotation: 270
08-30 16:43:30.582  1418  1418 I A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] SCBSceneContainer: issShowTransitionIconOrCard state is 0, isCombinationIcon:false
08-30 16:43:30.583  1418  1418 I A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] SCBSceneContainer: isAnimSnapshotShow false, isShowContainerSnapshot.
08-30 16:43:30.584  1418  1418 I A01b00/SCB: [a92ab1ed327e812, 3759afd, 1e06701] LuoShuStateManager --> getLuoShuStateInfo: WMUtils {"luoShuState":0,"scenePanelState":1,"eventType":7,"screenInfo":{"isLandscape":true,"foldState":1},"screenId":0,"holdingHandStatus":1}
08-30 16:43:30.589  1418  1418 I A01b0f/TE: [a92ab1ed327e812, 3759afd, 1e06701] WallpaperManager --> updateDeskTopWallpaperScale scale = 1.1;
08-30 16:43:30.590  1418  1418 I A0001b/AA: [a92ab1ed327e812, 3759afd, 1e06701] OutSideWindowManager: globalSearchStatus: 0
08-30 16:43:30.590  1418  1418 W A01b00/SCB: [a92ab1ed327e812, 3759afd, 1e06701] SCBDesktop --> onDesktopAnimateScaleChanged changeScale to 0.88, due to:onActive
08-30 16:43:30.590  1418  1418 I A0001b/AA: [a92ab1ed327e812, 3759afd, 1e06701] OutSideWindowManager: globalSearchStatus: 0
08-30 16:43:30.590  1418  1418 I A01b00/SCB: [a92ab1ed327e812, 3759afd, 1e06701] LuoShuStateManager --> getLuoShuStateInfo: SCBWindowRotateController {"luoShuState":0,"scenePanelState":1,"eventType":7,"screenInfo":{"isLandscape":true,"foldState":1},"screenId":0,"holdingHandStatus":1}
08-30 16:43:30.590  1418  1418 I A0421d/WMSRotation: [a92ab1ed327e812, 3759afd, 1e06701] [isNonHook] luoShuState: 0
08-30 16:43:30.590  1418  1418 E A0421d/WMSRotation: [a92ab1ed327e812, 3759afd, 1e06701] [needRotateWithFlowLight] no need add rotation
08-30 16:43:30.590  1418  1418 W A0421d/WMSRotation: [a92ab1ed327e812, 3759afd, 1e06701] [getRotatedScreenProperty] this.rotation: 270; getRotatedScreenProperty: {rect: [0, 0, 2880, 1920], rotation: 270}
08-30 16:43:30.591  1418  1418 I A0421d/WMSRotation: [a92ab1ed327e812, 3759afd, 1e06701] [startSceneWithRotationIfNeed] containerSession KanxiaobanAbility/com.gxoc.kxbai/kanxiaoban/0(persistentId: 525)(containerId: 63)needAnimation false isFromRecent false fromUser false isPageRotation false
08-30 16:43:30.591  1418  1418 I A0421d/WMSRotation: [a92ab1ed327e812, 3759afd, 1e06701] [coverSensorRotation] cover sensor rotation.
08-30 16:43:30.591  1418  1418 I A01b00/SCB: [a92ab1ed327e812, 3759afd, 1e06701] SCBCompatibilityModeController: [addInvertedPortraitOrientationIfNeeded] requestOrientation:undefined
08-30 16:43:30.591  1418  1418 I A01b00/SCB: [a92ab1ed327e812, 3759afd, 1e06701] SCBCompatibilityModeResourceManager: [isCurrentSupportAddInvertedPortraitOrientation] isSupportAddInvertedPortraitOrientation: false
08-30 16:43:30.591  1418  1418 I A01b00/SCB: [a92ab1ed327e812, 3759afd, 1e06701] SCBCompatibilityModeResourceManager: [isNeedAddInvertedPortraitOrientation] current device status is not support adding inverted portrait orientation
08-30 16:43:30.591  1418  1418 I A04200/WINDOW: [a92ab1ed327e812, 3759afd, 1e06701] SCBScreenSM: screenRotationLocked value:true
08-30 16:43:30.591  1418  1418 W A0421d/WMSRotation: [a92ab1ed327e812, 3759afd, 1e06701] [getTargetRotation] bundleName:com.gxoc.kxbai requestOrientation:0 isScreenLocked:true isPlacedRotateFriendlyDevicePlaced:false fixedRotation: -1 rotationCommand: {"isIgnorePlacedState":false,"isFromDropDown":false}
08-30 16:43:30.591  1418  1418 I A04200/WINDOW: [a92ab1ed327e812, 3759afd, 1e06701] SCBSSM: targetOrientation does not belong to the userOrientation type
08-30 16:43:30.592  1418  1418 I A0421d/WMSRotation: [a92ab1ed327e812, 3759afd, 1e06701] [notifySupportRotationChange] container requestOrientation: 0 scene requestOrientation: 0
08-30 16:43:30.594  1418  1418 I A0421d/WMSRotation: [a92ab1ed327e812, 3759afd, 1e06701] [notifySupportRotationChange] displayId: 0 persistentId: 525 container: [true,true,true,true] scene: [true,true,true,true] reason: MultiWindowChangeOrientation
08-30 16:43:30.594  1418  1418 I A04200/WINDOW: [a92ab1ed327e812, 3759afd, 1e06701] SCBSSM: notifySupportRotationChange
08-30 16:43:30.594  1418  1418 I A0421d/WMSRotation: [a92ab1ed327e812, 3759afd, 1e06701] [startSceneWithRotationIfNeed] before rotate with targetRotation=270, sensorRotation=270, currentScreenRotation=270, currentContainerRotation=270, tempRotation=, name=com.gxoc.kxbai
08-30 16:43:30.594  1418  1418 I A01b00/SCB: [a92ab1ed327e812, 3759afd, 1e06701] HiSysEventUtil: reportRotationChange bundleName:com.gxoc.kxbai
08-30 16:43:30.594  1418  1418 I A0421d/WMSRotation: [a92ab1ed327e812, 3759afd, 1e06701] [rotateScreenPolicy] rotate with screen policyisPageRotation:false
08-30 16:43:30.594  1418  1418 I A0421d/WMSRotation: [a92ab1ed327e812, 3759afd, 1e06701] [setExpandStartContainerSession]
08-30 16:43:30.594  1418  1418 I A0421d/WMSRotation: [a92ab1ed327e812, 3759afd, 1e06701] [setExpandStartContainerSession] called
08-30 16:43:30.595  1418  1418 I A0421d/WMSRotation: [a92ab1ed327e812, 3759afd, 1e06701] [windowRotateEntry] targetRotation: 270, description:scenePanelStartScene, needAnimation: false, isForce: false, isPageRotation:false, rotationCommand:{"isIgnorePlacedState":false,"isFromDropDown":false}
08-30 16:43:30.595  1418  1418 I A0421d/WMSRotation: [a92ab1ed327e812, 3759afd, 1e06701] [windowRotateEntry] no need rotate with same rotation: 270
08-30 16:43:30.595  1418  1418 I A0421d/WMSRotation: [a92ab1ed327e812, 3759afd, 1e06701] [setExpandStartContainerSession]
08-30 16:43:30.595  1418  1418 I A0421d/WMSRotation: [a92ab1ed327e812, 3759afd, 1e06701] [setExpandStartContainerSession] called
08-30 16:43:30.595  1418  1418 I A01b00/SCB: [a92ab1ed327e812, 3759afd, 1e06701] LuoShuStateManager --> getLuoShuStateInfo: SCBScreenSM {"luoShuState":0,"scenePanelState":1,"eventType":7,"screenInfo":{"isLandscape":true,"foldState":1},"screenId":0,"holdingHandStatus":1}
08-30 16:43:30.599  1418  1418 I A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] SCBSCS: [SCBSCS] scaleX from 1 to 0.035. reason: startOther, extra: KanxiaobanAbility/com.gxoc.kxbai/kanxiaoban/0(persistentId: 525)(containerId: 63)
08-30 16:43:30.599  1418  1418 I A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] SCBSCS: [SCBSCS] scaleY from 1 to 0.035. reason: startOther, extra: KanxiaobanAbility/com.gxoc.kxbai/kanxiaoban/0(persistentId: 525)(containerId: 63)
08-30 16:43:30.599  1418  1418 W A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] SCBSCS: [SCBSCS] translateY from 0 to -192. reason: startOther, extra: KanxiaobanAbility/com.gxoc.kxbai/kanxiaoban/0(persistentId: 525)(containerId: 63)
08-30 16:43:30.599  1418  1418 W A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] StartAndExitUtil: get screenStateKey: F_portrait, responseType: 1, response: 0.3
08-30 16:43:30.599  1418  1418 W A04200/WINDOW: [a92ab1ed327e812, 3759afd, 1e06701] WindowAnimation: [SCBAnimation] start animation with type ZOOM_IN param {"curve":{"__curveString":"responsive-spring-motion(0.300000,1.157000,0.000000)"}}
08-30 16:43:30.600  1418  1418 I A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] SCBSCS: [SCBSCS] scaleX from 0.035 to 1. reason: onTransitionInactive, extra: KanxiaobanAbility/com.gxoc.kxbai/kanxiaoban/0(persistentId: 525)(containerId: 63)
08-30 16:43:30.600  1418  1418 I A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] SCBSCS: [SCBSCS] scaleY from 0.035 to 1. reason: onTransitionInactive, extra: KanxiaobanAbility/com.gxoc.kxbai/kanxiaoban/0(persistentId: 525)(containerId: 63)
08-30 16:43:30.601  1418  1418 W A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] SCBSCS: [SCBSCS] translateY from -192 to 0. reason: onTransitionInactive, extra: KanxiaobanAbility/com.gxoc.kxbai/kanxiaoban/0(persistentId: 525)(containerId: 63)
08-30 16:43:30.601  1418  1418 I A04200/WINDOW: [a92ab1ed327e812, 3759afd, 1e06701] SCBSPM: onBlurTransitionActive blurScale:1 source:SCBScenePanel > sceneContainerZoomIn isForegroundBlurActive:false
08-30 16:43:30.602  1418  1418 W A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] SCBSCS: [SCBScenePanelViewModel] sceneAlpha from 0 to 1. reason: sceneContainerZoomIn, extra: KanxiaobanAbility/com.gxoc.kxbai/kanxiaoban/0(persistentId: 525)(containerId: 63)
08-30 16:43:30.602  1418  1418 I A01b01/HOME: [a92ab1ed327e812, 3759afd, 1e06701] SCBSCS: setMotionBlurRadius: 0.5, caller: sceneContainerZoomIn
08-30 16:43:30.602  1418  1418 I A01b00/SCB: [a92ab1ed327e812, 3759afd, 1e06701] LocalEventManager: sendLocalEvent, send local event with no receiver
08-30 16:43:30.603  1418  1418 I A0001b/AA: [a92ab1ed327e812, 3759afd, 1e06701] OutSideWindowManager: globalSearchStatus: 0
08-30 16:43:30.603  1418  1418 I A01b09/RECENT: [a92ab1ed327e812, 3759afd, 1e06701] QuickSwitchRaiseTopAlarm: cancel alarm, reason: start scene from other
08-30 16:43:30.603  1418  1418 I A04200/WINDOW: [a92ab1ed327e812, 3759afd, 1e06701] [SCBMission]SCBSceneMissionManager: startSceneFromOther, to: KanxiaobanAbility/com.gxoc.kxbai/kanxiaoban/0 on screen 0
08-30 16:43:30.603  1418  1418 I A04200/WINDOW: [a92ab1ed327e812, 3759afd, 1e06701] [SCBMission]SCBSceneMissionManager: no need defer start
08-30 16:43:30.603  1418  1418 I A04222/WMSMission: [a92ab1ed327e812, 3759afd, 1e06701] switch to onStartSceneTransition activeSessionId:525, toSessionId:525
08-30 16:43:30.603  1418  1418 W A04222/WMSMission: [a92ab1ed327e812, 3759afd, 1e06701] [Screen:0][Panel:1]getMissionProcessor null, fallback to empty default
08-30 16:43:30.603  1418  1418 W A04222/WMSMission: [a92ab1ed327e812, 3759afd, 1e06701] [Screen:0][Panel:2]getMissionProcessor null, fallback to empty default
08-30 16:43:30.605  1418  1418 I A01b00/SCB: [a92ab1ed327e812, 3759afd, 1e06701] LuoShuStateManager --> getLuoShuStateInfo: WMUtils {"luoShuState":0,"scenePanelState":1,"eventType":7,"screenInfo":{"isLandscape":true,"foldState":1},"screenId":0,"holdingHandStatus":1}
08-30 16:43:30.615  1418  1418 I A01a00/SYS_UI: [a92ab1ed327e812, 314891b, 16b3fd] PhoneAppManager: ability[com.gxoc.kxbai|undefined|KanxiaobanAbility] state change to 0
08-30 16:43:30.615  1418  1418 I A04200/WINDOW: SCBSSM: onShiftFocus id: 9 -> 525, displayGroupId: 0
08-30 16:43:30.615  1418  1418 I A01b00/SCB: ViewManagerPolicy --> 9 notifyViewLoseFocus
08-30 16:43:30.615  1418  1418 I A01b0a/GESTURE: SCBGestureManager: onLoseFocus
08-30 16:43:30.615  1418  1418 I A01b00/SCB: SCBDesktop --> Desktop lose focus, the scenePanelState is 1
08-30 16:43:30.615  1418  1418 I A01a00/SYS_UI: SystemUIView: onDeskTopChange: false
08-30 16:43:30.616  1418  1418 W A01b01/HOME: ExposureManager --> desktop exposure desktopExposureTimeStart: 104304493, lastTime: 2268
08-30 16:43:30.616  1418  1418 I A04200/WINDOW: SCBWindowFocusController: setFocusedSession, displayGroupId: 0, sessionId: 525, displayId: 0, screenId: 0
08-30 16:43:30.616  1418  1418 I A01b00/SCB: TaskpoolUtil: task sequenceExecute
08-30 16:43:30.617  1418  1418 I A01b00/SCB: TaskpoolUtil: task sequenceExecute finally
08-30 16:43:30.624  1418  1418 I A04204/WMSScb: constructor, id: 553, type: 6, systemName: SCBSceneTitleBar124
08-30 16:43:30.625  1418  1418 I A04204/WMSScb: setSessionTouchable:true this.sessionChangeCallback:undefined
08-30 16:43:30.626  1418  1418 I A04204/WMSScb: requestSystemSceneSession: SCBSceneTitleBar124, screenId: 0 persistentId: 553 sceneType:5
08-30 16:43:30.626  1418  1418 W A04204/WMSScb: SCBSceneTitleBar124 sessionChangeCallback is null 
08-30 16:43:30.630  1418  1418 I A04204/WMSScb: setSessionTouchable:true this.sessionChangeCallback:undefined
08-30 16:43:30.630  1418  1418 I A04200/WINDOW: [a92ab1ed327e812, 3894b14, 3759afd] SCBMultiWindowUtils: [SCBMultiWindowGuideUtils.preferenceFlush]: Succeeded in flushing.
08-30 16:43:30.631  1418  1418 W A01b00/SCB: [a92ab1ed327e812, 3d0916d, 136cf25] DbCache --> getCombIcon bundleName: com.gxoc.kxbai, kanxiaoban, KanxiaobanAbility, combinePicLength:10946
08-30 16:43:30.631  1418  1418 W A01b00/SCB: [a92ab1ed327e812, 283f7e3, 3d0916d] IconResourceManager: getIconResource bundleName: com.gxoc.kxbai, resultInfo.iconType = adaptive, combinePicLength:10946, foregroundLength:2766, backgroundLength:9902
08-30 16:43:30.631  1418  1418 W A01b00/SCB: [a92ab1ed327e812, 283f7e3, 3d0916d] MemoryCache --> setCacheIconPicTypeToMemory: cacheKey com.gxoc.kxbai#kanxiaobanKanxiaobanAbility0 iconType adaptive, foregroundLength:2766, backgroundLength:9902, combinePicLength:10946
08-30 16:43:30.633  1418  1418 I A01b00/SCB: TaskpoolUtil: task sequenceExecute
08-30 16:43:30.633  1418  1418 I A01b00/SCB: TaskpoolUtil: task sequenceExecute finally
08-30 16:43:30.637  1418  1418 I A01b00/SCB: LuoShuStateManager --> getLuoShuStateInfo: WMUtils {"luoShuState":0,"scenePanelState":1,"eventType":7,"screenInfo":{"isLandscape":true,"foldState":1},"screenId":0,"holdingHandStatus":1}
08-30 16:43:30.644  1418  1418 I A0001b/AA: SubscriberController --> subscribe, success: DESKTOP
08-30 16:43:30.644  1418  1418 I A0001b/AA: SubscriberController --> onDeskTopEvent event: SCENE_PANEL_EVENT
08-30 16:43:30.644  1418  1418 I A0001b/AA: SubscriberController --> onDeskTopEvent CUSTOM_SCENE_PANEL_EVENT: true
08-30 16:43:30.644  1418  1418 I A04200/WINDOW: SCBMultiWindowManager: receive custom scenePanel event to: 1
08-30 16:43:30.644  1418  1418 I A04200/WINDOW: SCBSceneSessionManagerSubscriber --> subscribe, success: SCBSceneSessionManager
08-30 16:43:30.644  1418  1418 I A04200/WINDOW: SCBSSM: handleScenePanelStateChange state: 1
08-30 16:43:30.646  1418  1418 I A01b00/SCB: [a92ab1ed327e812, 3cf35b, 7bea7e] OnLineThemeUtil: isSupportHighLight false
08-30 16:43:30.646  1418  1418 W A01c06/ICON: [a92ab1ed327e812, 3cf35b, 7bea7e] CloseAppManager --> setAdaptiveIcon, bundleName: com.gxoc.kxbai end
08-30 16:43:30.681  1418  1418 I A01b01/HOME: RecentDockModel: app is already first in recent dock
08-30 16:43:30.681  1418  1418 I A01b09/RECENT: RecentDockRefreshAlarm: refresh recent dock: KanxiaobanAbility/com.gxoc.kxbai/kanxiaoban/0(persistentId: 525)(containerId: 63)
08-30 16:43:30.742  3048  3048 I A0ff00/[Kanxiaoban]: [KanxiaobanAbility], Ability configuration updated. colorMode: 1
08-30 16:43:30.742  3048  3048 I A0ff00/[Kanxiaoban]: [KanxiaobanAbility], Ability onCreate
08-30 16:43:30.750  1418  1418 I A01a00/SYS_UI: AppLifeCycleManager: Ability state changed, uid: 20020062, key: com.gxoc.kxbai_kanxiaoban_KanxiaobanAbility_3048, isForeground: true, state 2
08-30 16:43:30.750  1418  1418 I A01a00/SYS_UI: AppLifeCycleManager: Ability state change: new foregroundAbilities: 20020062: com.gxoc.kxbai_kanxiaoban_KanxiaobanAbility_3048
08-30 16:43:30.750  1418  1418 I A01a00/SYS_UI: AppLifeCycleManager: App foreground state changed, uid: 20020062, true
08-30 16:43:30.750  1418  1418 W A01a00/SYS_UI: LiveCapsuleListVm: onAppForegroundStateChange foreground: true, uid: 20020062, bundleName: com.gxoc.kxbai, orientation: 3
08-30 16:43:30.750  1418  1418 W A01a00/SYS_UI: LiveCapsuleListVm: start to toggleCapsuleList, param:  {"isUpwards":false,"isUpdateImmediately":false,"needAnimation":true,"needShowStatusBar":false}
08-30 16:43:30.750  1418  1418 W A01a00/SYS_UI: LiveCapsuleListVm: Visible is not changed, stop toggleCapsuleList. isForceUpdate: undefined
08-30 16:43:30.750  1418  1418 I A01a00/SYS_UI: StatusBarColorPickerVm --> App 20020062, foreground: true
08-30 16:43:30.750  1418  1418 I A0001b/AA: RecentlyUseController --> buildRecentlyUseInfo {"bundleName":"com.gxoc.kxbai","moduleName":"kanxiaoban","abilityName":"KanxiaobanAbility","pid":3048,"uid":20020062,"state":2,"abilityType":1,"isAtomicService":false,"callerBundleName":""}
08-30 16:43:30.750  1418  1418 I A0001b/AA: RecentlyUseController --> buildRecentlyUseInfo abilityStateData is exit
08-30 16:43:30.750  1418  1418 I A01a00/SYS_UI: PhoneAppManager: ability[com.gxoc.kxbai|undefined|KanxiaobanAbility] state change to 2
08-30 16:43:30.750  1418  1418 I A01a00/SYS_UI: PhoneAppManager: checkAbilityForegroundChange change: 2, com.gxoc.kxbai
08-30 16:43:30.751  1418  1418 I A01a01/NC: BannerNotificationEntryVm --> onForegroundAppEvent. com.gxoc.kxbai
